"text";"label";"source"
"@user sin animo de ofender a las focas, que son lo mas mejor de este mundo";"positive";"intertass_2017"
"Me siento estafada con la hamburguesa pensé que era de pollo pero de pollo con pavo 🦃 #nomegusta";"negative";"intertass_2017"
"@user @user Alguien sabrá, alguien en ese extraño lugar que es el futuro. Esto es una empresa para la humanidad";"neutral";"intertass_2017"
"En comentarios: - Que linda. - Graciaaas. ¡¡Te extraño!! Tenemos que vernos de todas. Por FBC - ¡Hola! - *Visto a las...*";"positive";"intertass_2017"
"@user LO vi !! lamentable realidad";"negative";"intertass_2017"
"@user ya pss quiero ver juego , aguita pa ti!!!";"neutral";"intertass_2017"
"@user gracias, guapa!! menuda promoción me haces!! eres un sol";"positive";"intertass_2017"
"@user y me dices cual es  Maldita gentuza envidiosa, que dejen de denunciar sin sentido ¬¬";"negative";"intertass_2017"
"@user Pero a veces también pongo cara de simpático";"neutral";"intertass_2017"
"@user @user ¡gracias por el saludo! Jonasito está calentando la voz para entonar el ""feliz cumpleaños"" a lo Wagner";"positive";"intertass_2017"
"Que este año se verá el desánimo del  soberanismo ha dicho Arrimadas. Casi 400.000 inscritos + cientos de miles x libre.  Desánimo.";"negative";"intertass_2017"
"@user @user Los de estos últimos 2 años son muy bonitos y no tyengo ninguno   Diego, podrías traerme algunos, ¿no?";"neutral";"intertass_2017"
"@user En Castalla (Alicante) muy oportunamente, a primeros de mes celebran sus fiestas de Moros i Cristians i todos están de fiesta!";"positive";"intertass_2017"
"@user yo puedo cambiar de opinión, de cara es más difícil, porque vale una pasta.";"negative";"intertass_2017"
"@user hola   ¿me podrían seguir para hacer una consulta por Mensaje Directo? Muchas gracias";"neutral";"intertass_2017"
"Pero bueno es Año Nuevo y tengo que transmitir buena vibra ¡Feliz año!";"positive";"intertass_2017"
"@user pues si. Pero por lo menos podrían ser actores  puestos a hacer el paripe. Que sean profesionales";"negative";"intertass_2017"
"!! Yo solía amarla,Yo sabía que la echaría de menos !! #GNR   Empezando El Dia Griss";"neutral";"intertass_2017"
"@user ¿eliminada? Nooo, no la han eliminado. Pasó a la semifinal el otro día";"positive";"intertass_2017"
"@user era más cantoso en returns la carga religiosa";"negative";"intertass_2017"
"Pasa la noche conmigo bonita y quédate mañana todo el día";"neutral";"intertass_2017"
"@user los trabajos de ese curso son bonitos. ¿Qué tiene q hacer?";"positive";"intertass_2017"
"@user Yo he citado varias veces a Heidegger en tuíter y me meto contigo";"negative";"intertass_2017"
"@user  sumo a los que tuviera yo a eso ^-^";"neutral";"intertass_2017"
"Vamos @user !  Un esfuerzo esta segunda parte  y a ver si con la victoria @user os deja un rato en la feria de Albacete";"positive";"intertass_2017"
"@user no fui al último concierto pq nadie me quería acompañar";"negative";"intertass_2017"
"Esta tarde me compro el primer libro de Biblioteca Mitológica que sólo cuesta 2€. Ya los demás no que son casi 10€";"neutral";"intertass_2017"
"@user ahh, por lo menos. Es que si me decia Alicia o Emilia la mandaba a dar por perdido porel curso. ¡RELAJESE! NO SE VA QUEDAR.";"positive";"intertass_2017"
"Madrid está lleno de comida y crushes, no me llevéis de aquí";"negative";"intertass_2017"
"Hoy ha sido un día duro, y me he pillado un dedo con una puerta y me duele mucho  pero se me pasa sabiendo que mañana veo a @user 💚💚";"neutral";"intertass_2017"
"#Guerrero es, de leeejos, la mejor película comercial que ha lanzado @user hasta hoy. Lo cual no será decir mucho, pero es lo que es";"positive";"intertass_2017"
"@user sigo sin acostumbrarme a su nueva boca/dientes";"negative";"intertass_2017"
"@user el nuevo Dr Vet @user ayudeme mi perrita no acepta a un cachorro que le hemos dado temporal que hago?";"neutral";"intertass_2017"
"@user y también #ciudadochicos  muchísimas gracias jajajaj pero aún queda  muchísimo, solo he adelgazado y aumentado músculo ;";"positive";"intertass_2017"
"Mario Bros cruzó 200 mundos, mató a 4000 enemigos sólo para ver a su princesa y tú no eres capaz de mandarle un jodido mensaje.-.- idiota";"negative";"intertass_2017"
"@user @user no sabia que eran pareja.";"neutral";"intertass_2017"
"Es grandioso conocer a personas maravillosas como ustedes @user @user se quedan en el corazón de las que las conocen.";"positive";"intertass_2017"
"@user ¡los médicos siempre te dicen cosas horribles, citizen!";"negative";"intertass_2017"
"Y Dalia, si ve esto cómase un moco ahno mentira pero es que es muy linda y... me entiende??";"neutral";"intertass_2017"
"@user y yo hemos perdido el bus por segunda vez la vida nos sonríe";"positive";"intertass_2017"
"@user Yo a veces hecho de menos mi pelo largo por eso mismo entre otras cosas";"negative";"intertass_2017"
"@user ¿en serio? :0 aprendo gracias a un sitio que una amiga me recomendó y ahora estoy viendo unos videos";"neutral";"intertass_2017"
"#Volverdevacaciones es menos duro cuando la oficina es como una vuelta a casa  @user";"positive";"intertass_2017"
"La figura de magearna se esta retrasando un poco  Es raro en ese vendedor  aunque normalmente le pido un pack grande";"negative";"intertass_2017"
"Feliz Cumpleaños @user ! Te deseo los mayores éxitos muchacho! . @user un par de chelas heladas parfavar!";"neutral";"intertass_2017"
"@user @user @user Sí! Yo creo que vamos a acabar muuuuuuuuy contentas";"positive";"intertass_2017"
"@user Entonces eres persona y sufres este calor   Intenta dormir más fresquita o más horas, si puedes";"negative";"intertass_2017"
"@user y me responde, a no gracias estoy a dieta jjajajajaja";"neutral";"intertass_2017"
"No estaba muerte, andaba de parranda! Jejeje";"positive";"intertass_2017"
"@user Lo del podio para darle el premio es más cómico que la diferencia de altura, que la tenemos todos";"negative";"intertass_2017"
"Peeeeeero que necesidad hay para que tanto problema. JAJAJA";"neutral";"intertass_2017"
"@user si si, prendieron fuego !! La única que me sabía la cantaron cuando estaba haciendo fila en el baño 1 gusto conocerte!!";"positive";"intertass_2017"
"@user Si no te explicas algo mejor...  @user @user @user";"negative";"intertass_2017"
"@user mas o menos me pasa igual, salgo de Liberia a las 4:30 y llego tipo 10 a descansar";"neutral";"intertass_2017"
"Si todo va bien mañana habrá nuevo vídeo en mi canal  http";"positive";"intertass_2017"
"@user  solo una pregunta, ¿vuestro parlamento son monos sentados en ramas de árboles?";"negative";"intertass_2017"
"Es bueno aclarar las cosas";"neutral";"intertass_2017"
"@user Muchísimas gracias por compartir mi post, me alegra que te haya gustado";"positive";"intertass_2017"
"no sabía que ya habían dado Pétalos en el viento en la tele  ahora voy a tener que ver la tercera del tirón tf";"negative";"intertass_2017"
"@user Mandale un saludito a Jonathan Duarte que esta en el hospital pasandola mal con una operacion, y solo ver tu videos";"neutral";"intertass_2017"
"¡Gracias a ti @user! Que tengas una buena tarde  #FelizLunes";"positive";"intertass_2017"
"¿lo más gracioso? que si no defiendes/apoyas/eres activista del feminismo pues ya eres un machista opresor";"negative";"intertass_2017"
"y no es así es así  ay perdona  y AAAAA NO ME HAS INSULTADO POR CORREGIRTE DAME UN ABRAZO PORFA";"neutral";"intertass_2017"
"@user es muy bueno! jajaja han caido risas y está genialmente explicado";"positive";"intertass_2017"
"Ya se porque me va mal en el amor, todo fue por no darle pelota a mi compañera que estuvo enamorada de mi desde primer grado hasta octavo";"negative";"intertass_2017"
"a mí me dicen ven a mi casa a las 2 y lo multiplico por 4, nos vemos a las 8, papu";"neutral";"intertass_2017"
"Me hacen feliz estos momentos";"positive";"intertass_2017"
"Momento #emprendedores en el Congreso de los Diputados ahora mismo. Siempre se cita a las startups, no a los innovadores sociales";"negative";"intertass_2017"
"@user. ""Precaución amigo conductor que la senda es peligrosa...."". Lo importante es llegar.";"neutral";"intertass_2017"
"@user gracias! Era necesario jaja";"positive";"intertass_2017"
"@user No me marca a cuantos sig ni me deja seguir a nadie, espero que sea algo temporal y se arregle pronto";"negative";"intertass_2017"
"Tengo ganas de decir una frase políticamente incorrecta: Hoy es... viernes niiiguiii!!!! #blackfriday";"neutral";"intertass_2017"
"¡Buenos días! Vuelta al trabajo con una de mis asignaturas preferidas. ¿Empezamos?  #Oposalud… http";"positive";"intertass_2017"
"Qué jodido es ser del @user hoy";"negative";"intertass_2017"
"@user @user @user @user Yo creo que el consumo cerebral es inversamente proporcional a su uso";"neutral";"intertass_2017"
"@user Pero es una alegría ver toda la gente que ha salido en defensa de los clásicos y la cultura, estoy gratamente sorprendida";"positive";"intertass_2017"
"🤖 m caes mu bn y soy borde xq lo unico q m dices son cosas d q soy mu baja";"negative";"intertass_2017"
"@user dio que dice po que me hable si yo soy un libro abierto me puede habla pa conocerme quien quiera";"neutral";"intertass_2017"
"@user es una sesion de clasicos! para eso tienes esta sesion   http  y yo soy be lo que quiero  un abrazo!";"positive";"intertass_2017"
"Es fácil imaginar que, si se ha reducido dinero en arreglar carreteras y prevenir accidentes, con los trenes esté pasando lo mismo.";"negative";"intertass_2017"
"@user no lo aprendes ni en el cole, ni en la universidad ni haciendo 100 posgrados. O naces o no. Es congénito";"neutral";"intertass_2017"
"Encantado @user  estás siempre bienvenido. Espero visitaros en Málaga antes";"positive";"intertass_2017"
"Ah vale, me suelta la puta subnormal, te estoy llamando.  Le digo que no me sale y dice ""ah, es que tengo el wifi apagado""";"negative";"intertass_2017"
"@user @user @user @user @user @user @user hola miguel no,ahora estoy en ella";"neutral";"intertass_2017"
"Lo del CuriousCat parece interesante. Creo que me voy a hacer uno a ver que tal";"positive";"intertass_2017"
"están todos muy sad hoy no";"negative";"intertass_2017"
"@user @user Yo no puedo ingerir bebidas alcoholicas, ni marihuana, ni tabaco. Pero yo los acompaño.";"neutral";"intertass_2017"
"Antes de dormir quiero decir que fue una Navidad muy pero muy linda, estoy feliz. Buenas noches";"positive";"intertass_2017"
"Tener una panza de embarazada cuando terminas de comer no es normal.";"negative";"intertass_2017"
"y @user hacia gestos para yo no voltear y oh sorpresa con quien me encuentro , me encontre a tu nuevo amigui @user";"neutral";"intertass_2017"
"Apoyen a la Network @user !! Esta network tiene futuro !! P hare videos y directos ahi cuando habran";"positive";"intertass_2017"
"@user @user Pero es absurdo! Y más si argumentamos que muchos españoles se ven obligados a salir de España...";"negative";"intertass_2017"
"@user el Sabueso es muy malo, el leñador mola   Quiero minero y mago de hielo";"neutral";"intertass_2017"
"@user relaja sonyer, que ves juegos de verdad y te nos pones nervioso   @user";"positive";"intertass_2017"
"@user que triste es la realidad";"negative";"intertass_2017"
"@user @user pero no están en el cantón central de SJO";"neutral";"intertass_2017"
"@user seguro no entendiste bien la trama, véala de nuevo, es toda linda.";"positive";"intertass_2017"
"así que paso ojalá me salga mañana bien griego";"negative";"intertass_2017"
"@user  -Cinefilo -Comunista -A ver cuando vienes tú a Coruña a verme  -Tu gatito 😍😍";"neutral";"intertass_2017"
"@user @user @user Búscame un Zapdos de esos legales que tanto te gustan wapo";"positive";"intertass_2017"
"Hace 1 año recibí la peor noticia de mi vida, que mi sobrina mi hija ya no iba a estar mas en este mundo y que pasaría a ser mi Angelita";"negative";"intertass_2017"
"@user Uno de mis mejores profes decía que es obligación de los abogados hablar sencillo.";"neutral";"intertass_2017"
"@user eres muy pero que muy inteligente";"positive";"intertass_2017"
"Que buenos somos todos cuando nos conviene";"negative";"intertass_2017"
"Las 7 y cuarto y yo aquí";"neutral";"intertass_2017"
"De aquí a una semana hará cuatro años que vivo en Barcelona. Creo que por el momento no se me ha dado nada mal";"positive";"intertass_2017"
"PONTE BONITA 5 DE ENERO .. No es Twitter, algo está mal con el ht o se hizo spam, ya fue";"negative";"intertass_2017"
"@user En el contrato institucional que tengo, 2GB son 9€/mes y 5GB 10€/mes. No había color   Por cierto, acabo de agotarlos O_o";"neutral";"intertass_2017"
"@user @user nos hemos conocido hace unos cuantos años y claro surgió el amor";"positive";"intertass_2017"
"@user @user @user Noooo estamos todos en Lucena, q miedo ya no se puede estar tampoco tranquilos en la playa";"negative";"intertass_2017"
"No entiendo la actitud agresiva gratén de tuiter. Si te jode lo que digo no masoquees y no me sigas. Es lo sano";"neutral";"intertass_2017"
"@user @user @user @user yo ya la seguía, sigo y seguiré... Muy buena compa!  Besets!";"positive";"intertass_2017"
"Ahora con la bufanda me recuerda a boku dake ga inai machi todavía lloro y todo";"negative";"intertass_2017"
"Cuando se tiene alguna enfermedad no se aprende a ser más fuerte, nunca, se sufre igual, solo se aprende a vivir con eso.";"neutral";"intertass_2017"
"Con ganas ya de que llegue septiembre  Y comenzamos mañana nueva temporada en @user.  #adiosagosto";"positive";"intertass_2017"
"extraño cantar todas las de @user con esta estupida @user";"negative";"intertass_2017"
"mis amiguitos drogos no me hablan";"neutral";"intertass_2017"
"@user por suerte, curar el odio a través de la educación sí es posible";"positive";"intertass_2017"
"tio que dolor de piernas";"negative";"intertass_2017"
"Hay que respetar las posturas de todo el mundo frente a las situaciones que se le presentan. Por algo no somos todos iguales";"neutral";"intertass_2017"
"El médico dice que voy estoy yendo por el buen camino, me alegro por ello  Ahora #RoadToPixel";"positive";"intertass_2017"
"Que coraje me dan lxs prepotentxs";"negative";"intertass_2017"
"@user @user totally agree. La frase es de Nicolás Buquet, otro representante de las nuevas generaciones";"neutral";"intertass_2017"
"A estas horas la Av Javier prado libre #salgantodos";"positive";"intertass_2017"
"@user ahhh pero ahí estaban las rubias -.- jajaja ( que mal que no se te quite)";"negative";"intertass_2017"
"@user @user esperamos los nuevos capítulos";"neutral";"intertass_2017"
"Han tenido buena iniciativa @user y encima son amigos";"positive";"intertass_2017"
"Soy el ser más distraído del mundo";"negative";"intertass_2017"
"@user @user O regalar bombitas y escopetas para que cada ""american"" se defienda. Lindo";"neutral";"intertass_2017"
"@user yo lo hice Con mi ex";"positive";"intertass_2017"
"@user @user  Las políticas del PP puede ser discutibles.  Pero estos políticos. Son de lo que no hay.   Quw gente.";"negative";"intertass_2017"
"@user @user vaya tela tu... relajate un par de dias y piensa con calma en vez de en caliente y gl tio";"neutral";"intertass_2017"
"Muy bien @user ya es líder de la @user! Solo quedan 36 finales";"positive";"intertass_2017"
"Cuando tengo la luz prendida me da sueño , cuando la apago se me va el sueño";"negative";"intertass_2017"
"Hasta lo peor de mi, quiere lo mejor para ti";"neutral";"intertass_2017"
"@user hay que ser optimistas";"positive";"intertass_2017"
"@user siento haberle faltado el respeto a tu ego al no haberte mencionado";"negative";"intertass_2017"
"@user asi es la vida del adulto hermanito buenas vibras";"neutral";"intertass_2017"
"@user ha aceptado reembolsarme la cobertura marítima de la que no me advirtió en su momento. Estoy contenta. Me parece justo.";"positive";"intertass_2017"
"La típica que nunca ha dicho la palabra ""picha"", siempre se la ha ""comido"".";"negative";"intertass_2017"
"@user @user no tengo  La lejía seria un buen sustituto?";"neutral";"intertass_2017"
"Mami va a bajar la velocidad del internet pero mejor eso a que lo quite";"positive";"intertass_2017"
"@user a. que puto mal escribo  b. me sigo surrando help   3. ha quedado raro el ""cómetelo"" ahí JAJAJAJA";"negative";"intertass_2017"
"@user @user @user si los Ramirez dicen q son honrados,becerril q es buen padre,Chacón q sí tiene educ.X q no me crees ?";"neutral";"intertass_2017"
"Nunca esperes nada bueno de Nadie , es mas bonito vivir así.";"positive";"intertass_2017"
"@user jaja! Esto es tweet baiting ?  Hace tiempo que un follow no vale na... Venga, hecho";"negative";"intertass_2017"
"Creo que mi papá se ha enojado porque le dije que pasaría Año Nuevo con mi mamá y no con él";"neutral";"intertass_2017"
"@user Hola Feliz Cumplee pasala genial al lado de tu familia y amigos!! espero me respondas pronto...";"positive";"intertass_2017"
"pero si suenan a desmadre total me pongo muy nervioso porque no sé qué puede llegar a pasar";"negative";"intertass_2017"
"y pues bueno seguiremos mirando pelis de terror";"neutral";"intertass_2017"
"Gracias por cierto, al que ha donado 10 euros ya al proyecto. Gracias por todo chavales, solo necesitamos 40 al mes para un server";"positive";"intertass_2017"
"Lo más triste es que debo llegar a terninar un ensayo para mañana #prayforsergi";"negative";"intertass_2017"
"@user Me habría encantado participar o q alguien hubiera contactado conmigo, pero seguro q para próximas galas  Un abrazo";"neutral";"intertass_2017"
"Bendito año el que me espera";"positive";"intertass_2017"
"Nos falta tanto a los peruanos, se nota que nunca tuvimos una gran emergencia, que ni evacuar sabemos eso tarde o temprano pasa factura";"negative";"intertass_2017"
"@user es que solo conozco a una paula y va a mi clase  igual si me pasas foto tuya te recuerdo mira a ver";"neutral";"intertass_2017"
"@user Jaja que buena! Lo probare entonces";"positive";"intertass_2017"
"@user La quiero aniquilar. Desgraciada.";"negative";"intertass_2017"
"@user Jajaja nooo, lo digo porque me parece raro ... Sigo sin ánimos de beber";"neutral";"intertass_2017"
"Hermoso sábado del primer mes del 2017 espero disfrutar como espero que tu también..";"positive";"intertass_2017"
"@user Pero, baby. Todos merecemos una oportunimándaloalamierda.";"negative";"intertass_2017"
"@user también que no parezca pulsera de reo eran deberes pendientes  Pero qué menos que 7-10 días";"neutral";"intertass_2017"
"Espero que mi jefe me de mañana libre";"positive";"intertass_2017"
"Mi hermana se ha adueñado del portátil y no puedo terminar la serie ni hacer nada";"negative";"intertass_2017"
"#superluna eectativa vs realidad. Gracias • • • • • • • #crc #puravida #costarica…";"neutral";"intertass_2017"
"@user es una de las cosas más lindas que te enseña la vida";"positive";"intertass_2017"
"@user @user Gracias!! ^-^ Que pena   Pero a la próxima será 👍";"negative";"intertass_2017"
"#puraresponde feliz navidad pura pasalo super";"neutral";"intertass_2017"
"@user tanto libro chiva que hay Y buen punto... Comida entonces";"positive";"intertass_2017"
"Si veis a dos personas tiradas en el suelo de camino al polideportivo de aluche, somos @user y yo sufrien2 por el calor";"negative";"intertass_2017"
"@user no te disculpes por ser tú misma, eso está genial, en serio";"neutral";"intertass_2017"
"@user @user fijo está demasiado hermoso";"positive";"intertass_2017"
"Ando pillada de tiempo y esto no me deja mandar MP, a ver cuándo podemos comentar  un besazo!";"negative";"intertass_2017"
"Es inevitable que salga mi lado niño cuando se trata de fútbol y/o carros";"neutral";"intertass_2017"
"Trabajar con un buen ambiente y gente que mola es otro nivel";"positive";"intertass_2017"
"Que se hace cuando mi mamá tiene facebook, y no me da pelota por estar metida en el celular.";"negative";"intertass_2017"
"Mi niña que es tan inteligente me dijo esta mañana por teléfono: mamá que te vaya bien con el huracán. Dos días sin verla";"neutral";"intertass_2017"
"@user @user los dos amigos menos quejicas que tengo";"positive";"intertass_2017"
"Tengo una adicción muy seria al burguer King necesito ayuda profesional";"negative";"intertass_2017"
"Amaia Montero en el estudio de grabación en Londres preparando una sorpresa muy especial. ¿Qué será?";"neutral";"intertass_2017"
"He vuelto a escuchar Orishas 5 años después y es maravilloso";"positive";"intertass_2017"
"Nos están matando las rusas a la contra";"negative";"intertass_2017"
"quién se viene conmigo mañana a beber a embarca ??";"neutral";"intertass_2017"
"@user siempre es bueno la opinión de un playo";"positive";"intertass_2017"
"Quiero mimos. Y un zumo de naranja. Estoy enfermita";"negative";"intertass_2017"
"Yo sé que a Yixing no se le da mucho el ser gracioso, pero se esfuerza. Cada que lo intenta nos sale con nuevos memes, pero se esfuerza";"neutral";"intertass_2017"
"@user Hola, me dijo que estaba bien, fuertes aguaceros y mucho viento pero todo bajo control. Gracias por preguntar";"positive";"intertass_2017"
"A esta ciudad la siento más propia cuando está la gente que quiero. Ni tenemos 25 y ya nos agarro la ola migratoria de amig";"negative";"intertass_2017"
"@user Lo normal es aburrido.";"neutral";"intertass_2017"
"Pero fue bueno improvisadamente bueno.";"positive";"intertass_2017"
"Nunca voy a entender porque se fueron a eeg... El verdadero combate peru se fue ahi no se porque! TE VEO Y ME PICA VICICONTE";"negative";"intertass_2017"
"Jajajja recién. Me acuerdoo que ayer me metieron un galletaso jajaja";"neutral";"intertass_2017"
"@user es un amor viste el nuevo ep ¿¿¿ solo he visto el preview del ep de mañana y matan a la amiga de haesoo a pesar";"positive";"intertass_2017"
"@user @user @user vale, pero de Rodrigo yo espero poco y Nani es una puta incógnita como va a rendir. Falta un 9";"negative";"intertass_2017"
"@user y repito: lo siento por no haberte hecho nada hay un gran evento en mi país (La Romería) y no he tenido tiempo, apenas pueda";"neutral";"intertass_2017"
"@user ningún inconveniente. Excelente servicio! 4G al máximo... Felices fiestas navideñas";"positive";"intertass_2017"
"tengo súper ganas de comerme un peaso de ciego que flipasss pero la cosa es con quién pq nadie quiere beber";"negative";"intertass_2017"
"Me gustaría pensar que me están haciendo un bluffing, de esos que yo haría. Pero algo me dice que no es así";"neutral";"intertass_2017"
"@user @user Pues perfecto, una buena cerveza entra siempre bien";"positive";"intertass_2017"
"@user pero esa no es bonita";"negative";"intertass_2017"
"@user Por cierto, para tu trabajo, el alcoholismo no es una opción.";"neutral";"intertass_2017"
"@user feliz navidad tu cuenta es maravillosa";"positive";"intertass_2017"
"@user vieras dolor jure nunca más volver a ese lugar, queda en PZ para los interesados";"negative";"intertass_2017"
"Me quedan 2 capítulos de la sexta temporada de PLL, y no quiero acabarla porque sino hasta que doblen la 7 no podré ver nada más";"neutral";"intertass_2017"
"@user @user Ha sido un placer volver a veros juntos en #PreguntasWigetta";"positive";"intertass_2017"
"Se acabo lo bueno no tardes en volver   hasta el año que viene";"negative";"intertass_2017"
"@user Como embajador de @user, @user necesitaría una foto así  @user @user @user @user";"neutral";"intertass_2017"
"Como me hace feliz caminar";"positive";"intertass_2017"
"@user Te extraño un monton amor";"negative";"intertass_2017"
"@user Quien es más fuerte Sophia Bush o Superman?";"neutral";"intertass_2017"
"@user Pues tan sencillo porque en su día me puse a hacerlo y es de lo que mas encargos me hacen, aparte tengo mas estilos crack";"positive";"intertass_2017"
"Último día Isla Bonita y mis amigas están tristes por eso las extrañaré";"negative";"intertass_2017"
"@user cuenten conmigo Todo por Zabdi";"neutral";"intertass_2017"
"Caminar un rato siempre es bueno #gamers #paseo #disfrutalavida @ Miraflores";"positive";"intertass_2017"
"@user Lo sé, a pesar de saber que no debería simplemente enamorarme de una cara bonita como la tuya... Soy muy superficial";"negative";"intertass_2017"
"@user a tu PI? Pues asumo que si. Será tipo conferencia y te daremos certificado. Pasame tu nombre completo";"neutral";"intertass_2017"
"Como me mola ver lo que escuece en la cool dark left las manifestaciones multitudinarias que no les gustan. Suele ser buena señal";"positive";"intertass_2017"
"@user igual ese proyecto de ley no va a progresar así que anda ve a llorar al río pobre moralista y triste animal jajaja!";"negative";"intertass_2017"
"@user justo hoy tengo la cena de fin de año del trabajo y vine en vestido";"neutral";"intertass_2017"
"#FF a los magníficos de @user !!";"positive";"intertass_2017"
"No puedo poner el insta histories ese raro  alguna ayuda?";"negative";"intertass_2017"
"Apagado o fuera de cobertura";"neutral";"intertass_2017"
"@user Bellísima. La imagen con el hell-hound me ha conqusitado *_* Justo hoy hacía una reseña de la primera película de ""Predator"".";"positive";"intertass_2017"
"@user La prensa cada vez más desacreditada  Dejé de ver televisión y pronto dejaré tb de leer periódicos. #LaCafeteraIBEXtiduraFallida";"negative";"intertass_2017"
"Uds locas por sun and moon me dieron ganas de jugar, pero hablan de stats y huevadas que ni idea. Yo feliz atrapando y combatiendo nomas";"neutral";"intertass_2017"
"@user Buenos Vídeos.Se que llegadas a los 1.000.000 de SUBS. Sigue haci y cuídate :v";"positive";"intertass_2017"
"El amanecer va a ser bien feo por el recuento de los daños ojalá no aumente el número de víctimas.";"negative";"intertass_2017"
"Hoy estaré en @user en zona de Humor ups! De Amor 90.5 Fm solo para desearles Feliz Navidad y si quieren les doy una noche buena";"neutral";"intertass_2017"
"@user @user Pues espera a verla entera. Va a entrar a tus favoritos de cabeza";"positive";"intertass_2017"
"@user oye, q llevo todo el verano pringando!! Me merecia una recompensa ya";"negative";"intertass_2017"
"@user 🐥  -tu pelo -eres una de mis mejores amigas -no mereces estar mal por nadie  -compañera pastel!";"neutral";"intertass_2017"
"Buenos días Magaluf !  👌🏻✅ • @user • #BHmallorca#Magaluf #Mallorca #Island #Summer2016… http";"positive";"intertass_2017"
"@user jajajaja.... eso es una indirecta  preparate #F que quiere reformar el baño";"negative";"intertass_2017"
"A estas horas hace un mes estaba nerviosa no, lo siguiente porque le veía y ahora";"neutral";"intertass_2017"
"Lo mejor de estar ya en Málaga es poder ir a ver Escuadrón Suicida esta tarde";"positive";"intertass_2017"
"@user hahahaha yo aquí esperando impaciente";"negative";"intertass_2017"
"@user Sole. Porfa: Un saludo a Costa Rica, no se si hayas estada aca, pero aca te vemos en Rincon de Luz. Un Saludito, sii.";"neutral";"intertass_2017"
"El tío que está delante mía en el ambulatorio lleva una camiseta chulisima de Dark Souls";"positive";"intertass_2017"
"Me encanta como han decidido a que universidad voy a ir sin ni siquiera consultarmelo";"negative";"intertass_2017"
"Veo que nos extrañan...mi tío nos llamó, mi prima me dedica tuits y mi mamá me manda foto con caras tristes AH PERO CUANDO ESTO ALLÁ...";"neutral";"intertass_2017"
"@user qué hermoso!,es bueno desviar la mirada al cielo y a las nubes de vez en cuando,abajo está jodido.preciosa foto,mil abrazos";"positive";"intertass_2017"
"@user q gran idea Fer !!! Pero tengo mucha flojera , andaba dándome ánimos para ir hasta el ecomarket de la otra cuadra.";"negative";"intertass_2017"
"Soy la unica que quiere un poco mas a Assereto que a Pesaressi? Ojo, no digo que no quiera a GP pero GA, a él lo quiero un poco mas.";"neutral";"intertass_2017"
"Este año promete estar lleno de cosas buenas , espero con ansias cumplir muchas metas , vencer miedos , conocer personas";"positive";"intertass_2017"
"El Turrialba me odia, en definitiva, es el milésimo ataque de asma en el semestre";"negative";"intertass_2017"
"@user jajajaja yo pensé que había captado la indirecta pero si, está vacilon el avatar";"neutral";"intertass_2017"
"@user @user La noticia perfecta para #NotasDelMisterio";"positive";"intertass_2017"
"No sé ni qué leer para tratar de entender lo que va a pasar. Todas mis fuentes usuales fallaron";"negative";"intertass_2017"
"#CuandoTengoPlata lo gasto todo muy rápido";"neutral";"intertass_2017"
"@user Vale   Lo he probado hoy y me parece muy bueno... veré tus vídeos";"positive";"intertass_2017"
"@user si, feo feo feo...que madre";"negative";"intertass_2017"
"@user ya me imagino su calor que debe estar haciendo allá, ya me imagino negra";"neutral";"intertass_2017"
"#FF a los geniales @user !!";"positive";"intertass_2017"
"Es Tan Difícil ser YO. #BuenosDias";"negative";"intertass_2017"
"@user ala  pues te apruebo con clases y trabajos extra!";"neutral";"intertass_2017"
"realmente hacía un gran trabajo pero dónde sea que esté espero que sepa que apreciamos mucho lo que hacía";"positive";"intertass_2017"
"@user júrelo que lo reconsidero siempre, tengo insomnio y la ansiedad no me deja dormir + tengo e mañana";"negative";"intertass_2017"
"Quiero decirte, hola, como estas? Pero... los check azulitos me dan miedo";"neutral";"intertass_2017"
"@user Igual después del 20 se quedan sin chamba esos payasos. Lo único bueno de ese día: no quedará UN SOLO obamista en la Tierra.";"positive";"intertass_2017"
"Creo que voy a hacer nuggets vegetarianos y patatas porque no sé qué hacer de comer y";"negative";"intertass_2017"
"@user @user ahh eso   lawliet es más de nivel 800 ya  y había uno que era todavía más alto";"neutral";"intertass_2017"
"@user @user ya quiero ver la segunda!!";"positive";"intertass_2017"
"@user No, somos egoístas por distintas circunstancias e intereses. Solos estamos todos socia, es cosa de hacerse";"negative";"intertass_2017"
"@user no sé tío, me imagino que pasados mediados de septiembre";"neutral";"intertass_2017"
"@user te vas de la ""Bankada""? Que buena noticia... Pero ahora seguro la china te da por el tubino";"positive";"intertass_2017"
"Yo dije que ayer no debí salir pero es que AGGGGG matenme solol soy un ser humano pero esta vez sí LA cague BIEN feo";"negative";"intertass_2017"
"Bueno, estoy en la batalla final del Conquista y ya después me faltaría Revelación";"neutral";"intertass_2017"
"@user es genial. Tenés que ir. Merece estar en lista de lugares por conocer este año";"positive";"intertass_2017"
"@user Hola, lamentamos leer esto  Por favor, danos todos los detalles en cliente@hyundai.es y te atenderemos lo antes posible. Salu2";"negative";"intertass_2017"
"@user @user @user Sí, perfecto, pero mi duda es si hay límites de edad para presentarse al concurso. Gracias";"neutral";"intertass_2017"
"@user ¿por qué ? ¡Tenés 9 días, actividades y muchas películas disponibles para asistir!";"positive";"intertass_2017"
"@user No nos lo recuerdes";"negative";"intertass_2017"
